id,target
1275,8.006531
1276,8.216825
1278,8.553418
1281,8.255123
1282,8.053303
1283,8.254702
1284,8.50701
1286,8.318591
1288,8.512036
1291,8.441443
1293,8.586241
1294,8.1908245
1295,8.161358
1299,8.26122
1301,8.229211
1302,8.262148
1303,8.166266
1306,8.144671
1308,8.257723
1310,8.327158
1311,7.869755
1314,8.126439
1317,8.146531
1319,7.8615365
1323,8.409753
1325,8.073463
1331,7.9748178
1332,7.974783
1335,8.437779
1337,7.8793035
1338,8.307528
1340,7.985494
1341,8.172448
1343,8.149758
1345,8.46044
1346,8.296029
1347,8.173738
1349,8.157824
1351,8.430059
1357,8.290176
1364,8.804877
1365,7.9955683
1366,7.920315
1369,8.078894
1371,8.42194
1373,8.159213
1382,8.363193
1385,8.337412
1386,8.078056
1389,8.25752
1392,8.276861
1394,8.174617
1398,8.218079
1400,8.160372
1401,8.425012
1403,8.292996
1405,8.122711
1406,8.2149105
1413,8.042087
1414,8.239079
1415,8.187104
1420,8.218487
1421,8.321294
1423,8.01269
1426,8.051068
1427,8.1322
1428,8.302774
1429,8.409645
1430,8.235285
1431,8.169003
1432,8.425926
1434,8.308384
1435,8.179119
1436,8.332426
1439,8.379651
1443,8.578328
1444,8.009784
1445,8.364137
1447,8.100383
1450,7.7981668
1451,8.209562
1452,8.503935
1453,8.630188
1454,8.221565
1455,8.488364
1457,8.352136
1459,8.009273
1466,8.21011
1467,8.295404
1468,8.485363
1469,8.513704
1472,8.154512
1475,8.36734
1476,8.072166
1477,8.106691
1483,8.139574
1484,8.122769
1485,8.399803
1488,8.086221
1491,8.496129
1494,8.121893
1498,8.074842
1502,8.012893
1503,8.102848
1506,8.199195
1509,8.410818
1511,8.060485
1516,8.489027
1518,8.377602
1519,8.125674
1523,8.079626
1526,8.034577
1532,8.359145
1535,8.097506
1538,8.248672
1539,8.070865
1541,8.49442
1543,8.045086
1544,8.308916
1546,8.184451
1547,8.143572
1548,8.171933
1555,8.266608
1556,8.342094
1558,8.6628685
1559,8.368786
1561,8.402016
1562,8.422098
1564,8.226896
1567,8.139846
1568,7.955492
1569,8.44451
1575,8.467633
1576,8.062655
1578,8.18671
1583,8.416141
1584,8.41332
1587,8.522317
1595,8.313896
1596,8.285433
1597,8.4602375
1601,8.286684
1604,8.273272
1611,8.056361
1613,8.060428
1615,8.174304
1616,8.401589
1620,8.438616
1622,8.06758
1626,8.19363
1628,8.226578
1629,8.258462
1633,8.014215
1635,8.188007
1636,8.305143
1637,8.044913
1640,8.348556
1642,7.925485
1643,8.259404
1644,8.056506
1646,8.031535
1647,8.131734
1648,8.201886
1654,8.159798
1657,8.366451
1658,8.526307
1661,8.44553
1668,8.174513
1669,8.165385
1670,8.290706
1672,8.462609
1675,8.586672
1676,8.31291
1678,8.452586
1679,8.180575
1684,8.1096325
1686,8.598127
1691,8.255601
1692,8.077259
1697,8.008968
1699,8.229171
1700,8.201334
1703,8.448219
1704,7.916753
1707,7.7444806
1708,8.267754
1711,8.089645
1713,8.258008
1714,8.116876
1717,8.326282
1721,8.456908
1723,7.9881115
1724,8.582139
1727,7.968975
1728,8.135824
1731,8.099423
1735,8.377214
1736,8.194412
1738,8.223639
1740,8.374288
1741,8.110764
1743,8.169299
1744,8.292384
1745,7.8096104
1746,8.206947
1747,8.617742
1750,8.130809
1753,8.34833
1760,7.7978535
1762,8.18633
1763,8.411329
1764,8.350477
1766,8.641927
1767,7.970816
1769,8.128386
1770,8.421466
1773,8.166689
1775,7.9962726
1779,8.394063
1785,8.492021
1786,8.087984
1787,8.208563
1791,8.488497
1794,8.170819
1795,7.964067
1801,7.9464464
1805,8.375878
1811,8.145716
1815,8.461237
1816,8.561017
1820,8.19282
1822,8.419589
1823,8.441881
1824,8.112667
1825,8.197752
1826,8.11114
1829,8.141569
1831,8.145107
1834,8.227989
1835,8.236953
1837,7.82421
1839,8.429759
1850,8.178005
1851,8.541902
1852,8.578456
1853,8.431332
1854,8.628674
1855,8.081077
1857,8.252809
1859,8.060952
1860,8.279678
1861,8.311682
1864,8.113502
1865,8.114918
1867,8.066129
1871,8.391759
1872,7.923988
1873,8.252156
1875,7.797128
1876,8.115295
1880,7.8621154
1882,8.178337
1883,8.3583355
1885,8.377582
1888,8.248085
1894,8.363354
1902,8.139297
1903,8.289557
1908,8.273207
1910,8.522727
1915,7.8717628
1921,8.319999
1923,8.1239
1929,8.344134
1930,8.153382
1932,8.536925
1935,8.047634
1936,8.276058
1937,8.2270155
1938,8.25663
1939,8.231658
1945,7.9695635
1947,8.207846
1950,8.171212
1952,8.251222
1955,8.264442
1962,8.255653
1963,8.133722
1964,8.201428
1967,8.241262
1968,8.376231
1969,8.52103
1972,8.364384
1974,8.293365
1977,8.316046
1978,8.33468
1979,8.289565
1982,8.426595
1984,8.014795
1985,8.440137
1988,8.284479
1989,8.36209
1992,8.304592
1994,8.484846
1995,8.186193
1996,8.151314
2001,7.886078
2003,7.9986453
2007,8.699867
2008,8.268507
2010,8.2641
2011,8.309222
2012,8.425402
2014,8.234595
2015,8.115375
2017,7.7674513
2018,8.233206
2020,8.297878
2023,8.249618
2024,8.426609
2025,8.171567
2028,8.401407
2029,8.4114275
2033,8.096944
2034,8.250697
2035,8.240128
2036,8.021607
2037,8.055608
2038,8.170247
2039,8.415092
2045,8.464113
2046,8.1342945
2052,8.44553
2059,8.299094
2063,8.034358
2064,8.1947565
2065,8.006404
2066,8.165296
2069,8.369775
2078,8.604004
2082,8.302241
2086,8.301962
2090,8.324468
2095,7.917828
2097,8.765957
2100,8.381501
2101,8.3405905
2103,8.36996
2104,8.476116
2105,8.27339
2107,8.371437
2108,8.330479
2109,8.167347
2111,7.8792534
2112,8.217184
2114,7.7643433
2115,8.380538
2116,8.216539
2117,8.775841
2118,8.151423
2119,8.132327
2120,8.171974
2121,8.059473
2122,8.243887
2123,8.282706
2124,8.377705
2126,8.278312
2129,8.281767
2130,8.317501
2131,8.216149
2134,8.399207
2136,8.335792
2137,8.044248
2141,8.039086
2142,8.158977
2148,8.133557
2150,8.243921
2153,8.190943
2154,8.609959
2155,8.63772
2156,7.9788623
2158,8.178998
2159,8.05729
2164,8.077146
2165,8.172136
2166,8.439033
2170,8.143043
2174,8.320545
2175,8.406085
2178,7.8565392
2179,8.222942
2184,8.218351
2185,8.172232
2186,8.359931
2190,8.1926155
2195,8.081739
2196,8.517583
2197,8.060482
2198,8.474991
2199,8.339194
2201,8.127025
2203,8.485726
2204,7.4973454
2205,8.233502
2206,8.250988
2211,8.346163
2214,8.133552
2216,8.485865
2217,8.29031
2218,7.9435477
2219,8.548363
2220,8.2114935
2221,8.414703
2222,8.196889
2224,8.30994
2227,8.231966
2231,8.212533
2236,8.098608
2237,8.420638
2238,8.085315
2240,8.343727
2242,8.031402
2246,8.251271
2248,8.342619
2253,8.589875
2254,7.92047
2256,8.197992
2260,8.467212
2264,7.964065
2267,8.082117
2269,8.430501
2270,8.4585495
2271,7.7583766
2276,8.120239
2280,8.445921
2281,8.187449
2284,8.063998
2286,8.021654
2288,8.36119
2289,8.114653
2295,8.536532
2302,8.145377
2307,7.980979
2308,8.172186
2309,8.32068
2310,8.459139
2312,8.48368
2316,8.066225
2321,8.311402
2323,8.299423
2326,8.18348
2327,8.177551
2329,8.325356
2330,8.468034
2331,8.332569
2334,8.535798
2337,8.280006
2338,8.423744
2342,8.312772
2346,8.31303
2350,7.901587
2351,8.375286
2355,7.881244
2356,7.897481
2357,8.349057
2359,8.336126
2361,7.969615
2365,8.43746
2369,8.380266
2372,7.90916
2377,8.129513
2379,8.512375
2380,8.402556
2381,8.237267
2383,8.09961
2388,8.25729
2389,8.536246
2390,8.164712
2392,8.393971
2393,8.244235
2396,7.9363055
2398,8.360469
2399,8.289443
2400,8.222795
2402,8.252195
2404,8.356255
2406,8.515408
2410,8.46386
2413,8.093835
2417,8.104302
2420,8.177918
2421,8.256381
2425,8.311234
2434,8.195531
2435,8.496869
2438,8.298794
2439,8.3560505
2443,8.121008
2445,8.088011
2446,8.472394
2448,8.514798
2451,8.35583
2452,7.99876
2453,7.701268
2455,8.387525
2457,8.153992
2458,8.102219
2460,8.666829
2462,8.30994
2464,8.598876
2465,8.144946
2470,8.254619
2475,8.2982435
2476,8.255169
2478,8.534808
2485,7.9704742
2486,7.9031324
2487,8.421387
2489,8.243848
2493,7.9461756
2494,8.50787
2497,8.225869
2499,8.397865
2500,8.39842
2505,8.368278
2506,8.400952
2511,8.026402
2514,8.174709
2515,8.189335
2518,8.358527
2523,7.8921256
2524,8.285346
2526,8.265036
2529,8.472821
2533,8.233868
2537,8.248041
2538,7.8860536
2540,8.003967
2542,8.376158
2544,8.381218
2545,8.372332
2547,8.232321
2550,8.331469
2551,8.189639
2555,7.8333426
2558,8.240185
2559,8.24648
2560,7.9963984
2563,8.063521
2572,8.312513
2573,8.210906
2574,8.391621
2575,8.395745
2576,8.245575
2578,8.118537
2579,7.9585414
2584,8.314424
2585,8.350054
2587,7.985901
2589,8.179334
2594,7.95077
2595,8.359329
2597,8.075266
2598,8.457289
2602,8.1786
2603,8.33015
2604,8.328992
2606,8.284563
2607,8.451238
2608,8.127617
2610,8.521214
2611,8.288659
2614,8.369086
2617,8.499347
2620,8.078116
2624,8.381575
2625,8.2861395
2626,8.211778
2627,8.267083
2629,7.9274735
2630,8.43359
2632,8.536917
2638,8.376993
2639,8.339147
2648,8.43252
2649,8.478591
2655,8.425051
2656,8.173047
2657,8.135823
2659,8.901123
2660,8.42223
2661,8.2019005
2663,8.387487
2665,8.403762
2668,8.064236
2670,8.396273
2674,8.130951
2675,8.220564
2680,8.093052
2682,8.249364
2683,8.367872
2684,8.337155
2687,8.13157
2688,8.624823
2689,8.042809
2690,7.9890842
2691,8.509734
2693,8.45204
2694,8.025089
2699,8.073085
2702,8.408276
2703,8.325686
2709,8.573171
2716,8.2973175
2717,8.079115
2719,8.163129
2721,8.472797
2722,8.4869175
2732,8.034712
2735,8.001396
2739,7.7505765
2743,7.836937
2744,8.220097
2747,8.430155
2748,8.118749
2750,7.968509
2752,8.358089
2753,8.171349
2755,8.668554
2756,8.066843
2759,8.250254
2761,8.523059
2762,8.098956
2763,8.067226
2764,8.185151
2770,8.461661
2771,8.041383
2772,8.363129
2773,8.2158785
2775,8.191321
2780,8.106925
2782,7.8185687
2783,7.9304957
2789,8.320499
2796,8.463657
2798,8.281909
2799,8.1506
2800,8.529515
2806,8.111904
2807,8.047369
2814,8.036421
2817,8.385049
2818,8.447052
2820,8.436552
2821,8.087955
2822,7.9346585
2826,8.258098
2827,8.062431
2828,8.400055
2830,8.334302
2831,8.264418
2832,8.511242
2841,8.416377
2842,7.7922354
2848,8.316304
2849,8.055559
2851,8.321412
2852,8.12533
2853,8.206144
2854,7.543794
2860,7.929073
2862,8.317909
2865,8.253351
2866,7.647054
2867,8.31088
2870,8.357296
2875,8.335236
2877,8.382905
2878,7.9439235
2879,8.407219
2882,8.452933
2883,8.233057
2884,8.491259
2885,8.491263
2886,8.452663
2887,8.187263
2889,8.344693
2890,8.271263
2895,7.9447923
2896,8.098601
2897,8.105944
2899,8.146555
2902,8.315807
2908,8.0766325
2914,8.281177
2916,8.05374
2917,8.344334
2918,8.13974
2920,8.251674
2922,8.25808
2925,8.487711
2928,8.059202
2929,8.118652
2932,7.9469523
2933,8.120831
2934,8.157217
2935,8.447505
2936,8.067292
2937,8.411056
2939,8.28173
2943,8.637954
2946,8.294931
2949,7.952527
2950,8.170366
2951,8.410803
2953,8.278814
2959,8.018547
2963,8.270117
2967,8.109129
2970,8.202862
2974,8.171584
2977,8.273536
2980,8.14094
2981,8.206699
2986,8.038272
2987,8.304065
2988,8.523186
2991,8.212544
2993,8.391918
2994,8.310731
2995,8.210924
2996,8.3244705
3001,8.070958
3003,8.032321
3005,8.115316
3008,8.3162985
3009,8.231242
3010,8.124622
3011,8.275826
3012,8.215054
3017,8.310266
3020,7.852991
3021,8.099044
3022,8.213214
3027,8.214823
3030,8.253685
3031,8.786345
3032,8.508491
3033,8.342418
3035,8.287561
3038,8.476817
3040,8.043894
3043,8.276312
3045,8.373286
3046,8.284034
3057,8.158409
3058,8.355875
3059,8.243837
3061,8.073977
3062,8.056817
3063,8.175155
3064,8.046926
3067,8.105973
3068,7.830045
3070,7.9368114
3074,8.1025
3076,8.353453
3077,8.283781
3078,8.334669
3079,8.131414
3082,8.275894
3083,8.172424
3084,8.04855
3088,8.384198
3089,7.8844953
3090,8.2198925
3091,8.41818
3092,8.223871
3093,8.242721
3097,8.290298
3098,8.408727
3099,8.433981
3104,8.163645
3105,8.512428
3106,8.313097
3108,8.454009
3110,8.40417
3112,8.2902
3113,8.327689
3114,8.038681
3117,8.010559
3118,8.318272
3122,8.220182
3124,8.181342
3126,8.276218
3129,8.088605
3131,8.311984
3133,8.214298
3135,8.425337
3138,8.438841
3140,8.05625
3146,8.285902
3152,8.07467
3156,8.338123
3157,8.021697
3158,8.460496
3159,8.197032
3160,8.32996
3164,8.444058
3172,8.231189
3174,8.370572
3175,8.350109
3177,8.013272
3183,8.352977
3190,8.227419
3192,8.314739
3195,8.648693
3196,8.479343
3203,8.313731
3208,8.369039
3209,8.015124
3210,8.411436
3211,8.238272
3215,8.436954
3216,8.339658
3218,8.412545
3220,8.595769
3224,8.528813
3231,8.249652
3234,8.321057
3235,8.497722
3236,8.318288
3237,8.297522
3239,8.127642
3242,8.26197
3245,8.124696
3251,8.237229
3254,8.255067
3256,8.013281
3258,8.230059
3260,8.257176
3267,8.522004
3268,8.242025
3270,8.060788
3272,8.565953
3273,8.011035
3274,8.116089
3276,8.067437
3277,7.9617953
3279,7.8422813
3280,8.4134865
3282,8.156709
3283,8.405712
3286,8.2764
3288,8.03378
3290,8.110152
3296,8.373709
3298,8.37209
3301,8.201558
3302,7.880956
3304,8.29582
3305,8.055044
3309,8.082703
3311,8.501333
3316,8.138063
3317,8.019271
3318,8.349977
3328,8.411729
3330,7.927324
3331,8.422818
3332,8.48707
3334,8.401499
3337,7.972871
3338,8.110894
3343,8.255015
3346,8.240431
3353,8.368575
3354,8.039966
3360,8.167987
3366,8.108019
3367,8.297586
3370,8.114656
3371,8.211841
3372,8.115857
3374,8.492529
3376,8.148017
3378,8.323977
3379,8.318002
3382,8.459856
3383,7.9937987
3385,8.502595
3386,7.979078
3396,8.286127
3400,8.027253
3401,8.264284
3403,8.328429
3408,8.480502
3412,8.501113
3415,8.635277
3416,8.3720665
3420,8.253258
3422,8.190313
3424,8.020644
3427,8.3515005
3428,8.289438
3430,8.211164
3431,8.373245
3432,8.3603525
3440,8.3582535
3441,8.0963125
3442,8.527469
3444,8.088465
3445,8.250707
3446,8.198235
3449,8.291358
3453,8.485195
3454,8.539495
3459,8.372116
3462,7.7690425
3463,8.571306
3464,8.18063
3465,8.375812
3469,7.7770686
3470,8.134666
3471,8.406766
3472,8.414195
3476,8.13108
3477,8.232147
3479,8.315805
3493,8.173483
3494,8.289108
3496,8.586017
3497,8.134189
3498,8.224395
3502,8.350214
3505,8.029896
3506,8.29169
3508,7.6447377
3512,8.482504
3513,8.205808
3514,8.17054
3518,8.373724
3520,8.099335
3524,8.604186
3525,8.087895
3529,8.051526
3530,8.039266
3532,8.309727
3535,8.340061
3539,8.497162
3540,8.359674
3543,8.25375
3547,8.732349
3548,8.125077
3549,8.468007
3558,8.071844
3561,8.264342
3562,8.18095
3565,8.49394
3568,8.4977865
3570,7.8855243
3581,8.089414
3585,7.9069557
3586,8.025484
3589,8.29254
3591,8.298762
3592,8.473295
3598,7.7670546
3602,8.115619
3603,7.8764696
3606,8.143871
3610,8.143841
3611,7.781849
3612,8.35712
3614,8.342383
3619,8.402331
3620,8.106886
3622,8.379577
3624,8.253644
3628,8.145445
3630,8.226462
3639,8.355881
3642,8.574919
3649,8.076306
3650,8.494061
3651,8.423408
3652,8.154005
3654,8.160926
3657,8.226107
3661,8.317814
3662,7.8337464
3664,8.340026
3670,8.369815
3673,8.356001
3677,8.440147
3678,8.309679
3679,8.328411
3682,8.404718
3683,8.254242
3686,8.276626
3687,8.5785675
3690,8.223218
3692,8.158983
3694,8.1693325
3697,7.9108152
3698,8.196343
3701,8.445987
3702,8.387409
3703,8.307172
3709,8.489276
3712,8.050573
3717,8.608588
3722,8.203671
3726,8.385771
3731,8.468934
3735,8.1720915
3736,8.4555855
3737,8.422302
3740,8.633176
3741,8.559952
3742,8.105144
3743,8.387943
3746,8.038814
3749,8.457657
3750,8.219944
3754,8.309098
3758,8.218492
3759,8.323354
3760,8.355083
3766,8.128623
3767,8.029985
3768,8.453947
3775,8.000411
3777,7.9419723
3778,8.337165
3779,8.414021
3787,8.095127
3788,8.056016
3789,8.256476
3791,8.417017
3792,7.637593
3793,8.07805
3799,8.406577
3800,8.012501
3804,8.155124
3805,8.251496
3809,8.297715
3812,8.355667
3813,8.902619
3815,7.729351
3816,8.186813
3817,8.346035
3818,8.523241
3820,8.413485
3822,8.155344
3830,8.023455
3832,8.362664
3834,7.9992576
3835,8.373249
3837,8.218607
3838,8.624293
3840,8.068008
3845,8.220558
3847,8.067387
3848,8.166918
3849,8.383315
3850,8.201106
3851,8.506335
3854,8.297384
3856,8.0985775
3858,8.412907
3859,8.466064
3860,8.098382
3861,8.069146
3862,8.435745
3864,8.149908
3865,8.7131195
3866,8.404603
3869,8.261096
3872,8.226466
3874,8.251573
3876,8.382641
3879,8.218315
3880,8.304583
3882,8.482973
3883,8.416048
3884,8.167164
3890,8.2240305
3892,8.34248
3897,8.405344
3899,7.8951488
3903,8.331746
3906,8.439852
3911,8.194889
3915,8.102142
3916,8.094721
3918,8.344535
3919,8.41076
3922,8.30913
3926,8.125487
3930,8.154043
3937,7.956271
3940,8.312893
3943,7.966127
3956,8.0784
3957,8.2709055
3961,8.486449
3962,8.365764
3964,8.288393
3967,8.2185335
3969,8.103365
3970,8.2796755
3972,8.193642
3975,8.312092
3980,7.835416
3981,8.134646
3982,8.165092
3983,8.3133335
3988,8.151333
3989,8.228412
3994,8.454887
4002,8.047286
4003,8.351909
4004,8.252393
4006,8.224072
4009,8.284334
4011,8.13497
4012,8.546652
4015,8.359507
4016,8.300158
4018,7.987797
4021,8.144681
4023,8.149463
4024,8.4047575
4026,8.21091
4027,8.075516
4028,8.4708185
4029,8.297265
4032,7.943553
4033,8.34505
4036,8.625185
4038,8.411375
4040,8.3454
4042,8.14392
4043,8.098591
4045,8.282493
4048,8.223324
4050,8.417579
4051,8.202615
4056,8.309739
4060,8.303826
4066,8.052926
4068,8.557688
4070,8.474797
4071,8.344839
4072,8.308189
4073,8.04378
4074,8.490936
4076,8.343789
4077,8.613914
4078,8.628317
4083,8.389873
4086,8.289985
4088,8.126139
4090,8.228121
4091,8.292601
4094,8.36549
4095,8.188095
4100,8.225925
4101,8.168606
4102,8.331595
4105,8.053104
4107,8.299138
4109,8.250548
4110,8.302176
4111,8.256205
4112,8.285145
4114,8.071741
4116,8.410698
4117,8.270889
4118,8.516545
4119,8.008211
4123,8.283214
4125,8.290849
4131,8.265186
4134,8.194686
4138,8.35646
4139,7.8324313
4142,8.031943
4147,8.3827305
4149,8.015352
4150,8.523845
4151,8.32363
4152,8.360194
4156,8.216594
4158,8.438905
4160,8.299893
4166,8.476849
4167,8.329318
4168,8.244311
4170,8.377591
4177,8.386528
4178,8.088682
4181,8.135827
4185,8.220297
4187,8.084863
4188,8.152225
4194,8.034111
4195,7.860378
4198,8.552728
4200,8.123672
4202,8.310498
4205,8.052974
4208,8.268502
4209,8.242421
4210,8.225436
4211,8.355543
4212,8.449311
4218,8.280519
4220,8.338211
4224,8.044057
4226,8.234467
4229,8.346431
4231,8.388838
4236,8.289784
4238,8.47828
4239,8.218298
4240,8.325328
4242,7.8653493
4244,8.3159
4252,8.262701
4258,8.275679
4259,8.037704
4261,8.360469
4263,8.210822
4265,8.202689
4269,8.333175
4271,8.163714
4272,8.220903
4277,8.59665
4279,8.614261
4281,8.350119
4282,8.034175
4283,8.547
4284,8.162545
